Opportunity Name,Billing State/Province,Account Type,Account Owner,Product Name,Amount,#,Account Name,Billing Country,Close Date,Closed,Created Date,Forecast Category,Industry,Opportunity Owner,Opportunity Source,Opportunity Type,Owner Role,Product Family,Segment,Stage,Won
Opportunity for Colon1295,ND,Partner,Irene Kelley,Mega laptop,667200,447,Fowler322 Inc,Canada,6/28/21,True,2016-01-04T00:00:00.000Z,Closed,Apparel,Laura Palmer,AE,Existing Business,Sales EMEA,Laptops,SMB,08 - Closed Won,True
Opportunity for Morton591,HI,Customer,Dennis Howard,Mega laptop,1741100,529,Adkins907 Inc,USA,9/11/21,False,2016-04-29T00:00:00.000Z,Best Case,Transportation,Eric Sanchez,AE,New Business / Add-on,Sales WW,Accessories,SMB,06 - Proposal/Price Quote,False
Opportunity for Santos1305,OH,Customer,Evelyn Williamson,Cables,14640,454,Young486 Inc,USA,9/8/21,False,2016-07-28T00:00:00.000Z,Best Case,Technology,Laura Palmer,BDR,New Business,Sales EMEA,Accessories,MM,06 - Proposal/Price Quote,False
Opportunity for Chandler1451,,Customer,Nicolas Weaver,Books,163110,138,Owens588 Inc,Germany,2/21/21,True,2015-09-10T00:00:00.000Z,Omitted,Transportation,John Williams,AE,New Business / Add-on,Sales WW,Accessories,COMM,09 - Closed Lost,False
Opportunity for McLaughlin130,,Customer,Bruce Kennedy,Certifications,1249000,3,Owens441 Inc,Thailand,9/23/21,False,2016-05-21T00:00:00.000Z,Commit,Agriculture,Eric Gutierrez,Marketing,Existing Business,Sales AMER,Digital Media,COMM,07 - Negotiation/Review,False
Opportunity for Gomez345,,Customer,Irene McCoy,Mini tablet,3145700,123,Russell560 Inc,Japan,5/15/21,True,2016-02-03T00:00:00.000Z,Omitted,Education,Catherine Brown,BDR,New Business,Sales WW,Accessories,ENT,09 - Closed Lost,False
Opportunity for Watts745,,Customer,Eric Gutierrez,Mini tablet 2,676500,202,Butler249 Inc,Singapore,8/30/20,True,2015-04-28T00:00:00.000Z,Closed,Energy,John Williams,AE,New Business / Add-on,Sales WW,Tablets,GB,08 - Closed Won,True
Opportunity for Byrd640,,Customer,Laura Garza,,499928,606,West416 Inc,United Kingdom,2/17/21,True,2015-09-02T00:00:00.000Z,Closed,Energy,Evelyn Williamson,AE,New Business,Sales WW,,SMB,08 - Closed Won,True
Opportunity for Matthews1810,,Customer,Laura Palmer,,284678,665,Aguilar870 Inc,Russia,12/14/20,True,2015-08-12T00:00:00.000Z,Omitted,Media,Evelyn Williamson,BDR,New Business,Sales WW,,ESMB,09 - Closed Lost,False
Opportunity for Watson1794,,Customer,Irene McCoy,Keyboard,991350,635,Pittman435 Inc,Russia,11/22/21,False,2016-07-07T00:00:00.000Z,Pipeline,Biotechnology,Bruce Kennedy,AE,New Business / Add-on,Sales AMER,Accessories,COMM,02 - Qualification,False
Opportunity for Nguyen1971,KY,Partner,John Williams,Books,2049800,341,Pope139 Inc,USA,11/26/21,False,2016-05-11T00:00:00.000Z,Best Case,Transportation,Irene Kelley,Marketing,New Business / Add-on,Sales AMER,Digital Media,ESMB,06 - Proposal/Price Quote,False
Opportunity for Johnston1857,IL,Customer,Bruce Kennedy,Space phone 2,163800,187,Cummings220 Inc,USA,1/28/21,True,2015-06-21T00:00:00.000Z,Closed,Utilities,Irene Kelley,AE,New Business / Add-on,Sales AMER,Phones,ESMB,08 - Closed Won,True
Opportunity for Stokes949,MS,Customer,Bruce Kennedy,Light tablet,3915950,497,Newman145 Inc,Canada,11/23/21,False,2016-05-22T00:00:00.000Z,Pipeline,Insurance,Evelyn Williamson,BDR,Existing Business,Sales WW,Laptops,MM,03 - Needs Analysis,False
Opportunity for Davis947,,Partner,Irene Kelley,Cases,1574960,496,Barnett543 Inc,Hong Kong,7/20/21,True,2015-12-17T00:00:00.000Z,Closed,Consulting,Irene Kelley,Alliances,Existing Business,Sales AMER,Accessories,GB,08 - Closed Won,True
Opportunity for Wise361,ND,Customer,Irene Kelley,Mouse,1595250,24,Scott708 Inc,USA,1/10/22,False,2016-05-16T00:00:00.000Z,Pipeline,Communications,Bruce Kennedy,Marketing,New Business,Sales AMER,Accessories,SMB,03 - Needs Analysis,False
Opportunity for Arnold464,WA,Customer,Catherine Brown,Light laptop,805000,308,Ramsey114 Inc,Canada,10/30/20,True,2015-05-30T00:00:00.000Z,Closed,Manufacturing,John Williams,AE,New Business / Add-on,Sales WW,Laptops,COMM,08 - Closed Won,True
Opportunity for Figueroa642,,Customer,Eric Sanchez,Light tablet,701400,608,Holmes945 Inc,Hong Kong,9/4/21,False,2016-04-23T00:00:00.000Z,Pipeline,Insurance,Johnny Green,Marketing,New Business,Sales WW,Tablets,ENT,03 - Needs Analysis,False
Opportunity for Pearson374,LA,Partner,Nicolas Weaver,Light tablet,62400,31,McGuire26 Inc,USA,6/13/21,True,2016-03-21T00:00:00.000Z,Closed,Energy,Chris Riley,AE,New Business,Sales EMEA,Tablets,MM,08 - Closed Won,True
Opportunity for Malone1334,,Customer,Eric Gutierrez,Mega laptop,3847700,510,Lindsey633 Inc,France,1/31/22,False,2016-08-13T00:00:00.000Z,Pipeline,Insurance,Irene Kelley,AE,New Business / Add-on,Sales AMER,Laptops,SMB,03 - Needs Analysis,False
Opportunity for Richardson1013,,Partner,Dennis Howard,,499733,575,McCarthy162 Inc,South Korea,8/28/21,False,2016-06-10T00:00:00.000Z,Pipeline,Technology,Dennis Howard,AE,Existing Business,Sales EMEA,,SMB,04 - Value Proposition,False
Opportunity for Bryant359,,Customer,Kelly Frazier,Light tablet,3039400,23,Jackson589 Inc,Taiwan,3/26/21,True,2016-02-06T00:00:00.000Z,Closed,Consulting,John Williams,AE,New Business / Add-on,Sales WW,Accessories,MM,08 - Closed Won,True
Opportunity for Ramirez108,,Customer,Evelyn Williamson,Books,87240,107,James431 Inc,Singapore,7/21/21,True,2016-01-16T00:00:00.000Z,Closed,Engineering,Laura Garza,AE,New Business,Sales WW,Digital Media,GB,08 - Closed Won,True
Opportunity for McGee1757,WV,Partner,Chris Riley,Mini tablet,360800,595,Weber794 Inc,USA,8/22/21,False,2016-03-26T00:00:00.000Z,Best Case,Engineering,Johnny Green,AE,New Business / Add-on,Sales WW,Tablets,ENT,06 - Proposal/Price Quote,False
Opportunity for Jensen643,MD,Partner,Irene McCoy,Pro laptop,898800,609,Gordon814 Inc,USA,11/16/20,True,2015-06-18T00:00:00.000Z,Closed,Energy,Kelly Frazier,Alliances,New Business,Sales EMEA,Laptops,ESMB,08 - Closed Won,True
Opportunity for Ramsey1863,MS,Partner,Dennis Howard,Keyboard,1885475,190,Vaughn229 Inc,USA,2/27/21,True,2015-07-16T00:00:00.000Z,Closed,Banking,Doroth Gardner,BDR,New Business,Sales AMER,Accessories,SMB,08 - Closed Won,True
Opportunity for Collier517,,Customer,Harold Campbell,Mouse,211050,410,Tucker401 Inc,Japan,10/23/21,False,2016-02-26T00:00:00.000Z,Pipeline,Communications,Nicolas Weaver,BDR,New Business / Add-on,Sales AMER,Accessories,SMB,02 - Qualification,False
Opportunity for Johnston583,,Customer,Evelyn Williamson,Mini tablet 2,399300,494,Elliott903 Inc,Belgium,6/4/21,True,2015-12-13T00:00:00.000Z,Closed,Media,Kelly Frazier,Marketing,New Business,Sales EMEA,Accessories,MM,08 - Closed Won,True
Opportunity for Hoffman774,NH,Partner,Nicolas Weaver,Courses,152400,236,Goodwin856 Inc,Canada,2/27/21,True,2015-07-09T00:00:00.000Z,Closed,Consulting,Irene Kelley,BDR,New Business,Sales AMER,Digital Media,ESMB,08 - Closed Won,True
Opportunity for Adams708,,Partner,Irene Kelley,Books,1269390,155,Bryant456 Inc,Taiwan,9/12/21,False,2016-02-05T00:00:00.000Z,Pipeline,Electronics,Nicolas Weaver,Marketing,New Business,Sales AMER,Accessories,MM,01 - Prospecting,False
Opportunity for Cooper256,,Customer,Julie Chavez,Light laptop,2218900,117,Davidson606 Inc,Switzerland,4/30/21,True,2016-02-29T00:00:00.000Z,Omitted,Healthcare,Irene Kelley,BDR,Existing Business,Sales AMER,Accessories,GB,09 - Closed Lost,False
Opportunity for Jordan57,OR,Customer,Julie Chavez,Cables,1455310,78,Mann440 Inc,USA,7/4/21,True,2015-12-28T00:00:00.000Z,Closed,Electronics,Laura Palmer,BDR,New Business / Add-on,Sales EMEA,Accessories,SMB,08 - Closed Won,True
Opportunity for Grant1452,,Customer,Laura Garza,Keyboard,735870,139,Ingram644 Inc,Sweden,11/12/21,False,2016-08-16T00:00:00.000Z,Pipeline,Communications,Eric Gutierrez,AE,Existing Business,Sales AMER,Accessories,COMM,01 - Prospecting,False
Opportunity for Baldwin443,TX,Customer,Doroth Gardner,Books,852720,298,Leonard91 Inc,USA,5/24/21,True,2016-03-29T00:00:00.000Z,Omitted,Biotechnology,Kelly Frazier,BDR,New Business,Sales EMEA,Digital Media,GB,09 - Closed Lost,False
Opportunity for Schneider564,,Partner,Catherine Brown,,146771,489,Simmons663 Inc,Thailand,3/17/21,True,2015-11-06T00:00:00.000Z,Closed,Energy,Doroth Gardner,Marketing,New Business / Add-on,Sales AMER,,COMM,08 - Closed Won,True
Opportunity for Santiago1026,NJ,Customer,Nicolas Weaver,Light laptop,2288250,617,Underwood142 Inc,Canada,4/3/21,True,2015-11-11T00:00:00.000Z,Closed,Energy,Harold Campbell,Marketing,New Business / Add-on,Sales EMEA,Laptops,COMM,08 - Closed Won,True
Opportunity for Kim733,,Customer,Eric Sanchez,,238018,198,Graham11 Inc,Turkey,6/6/21,True,2016-02-17T00:00:00.000Z,Closed,Healthcare,Laura Garza,BDR,New Business,Sales WW,,MM,08 - Closed Won,True
Opportunity for Morales903,MS,Customer,Eric Sanchez,Keyboard,2317340,439,Sharp764 Inc,Canada,6/10/21,True,2015-12-16T00:00:00.000Z,Closed,Technology,Evelyn Williamson,Marketing,New Business / Add-on,Sales WW,Accessories,SMB,08 - Closed Won,True
Opportunity for Morton1098,,Customer,Laura Garza,Space phone 3,761000,168,Becker488 Inc,Singapore,2/21/21,True,2015-12-05T00:00:00.000Z,Closed,Transportation,Johnny Green,Marketing,New Business / Add-on,Sales WW,Phones,MM,08 - Closed Won,True
Opportunity for Leonard584,,Partner,Laura Palmer,Space phone 2,318600,527,Duncan187 Inc,Italy,1/7/22,False,2016-06-02T00:00:00.000Z,Pipeline,Energy,Kelly Frazier,Marketing,Existing Business,Sales EMEA,Phones,GB,02 - Qualification,False
Opportunity for Stevenson1907,ME,Customer,Evelyn Williamson,Cables,28440,252,Joseph730 Inc,Canada,9/22/21,False,2016-05-12T00:00:00.000Z,Pipeline,Energy,Bruce Kennedy,Marketing,New Business / Add-on,Sales AMER,Accessories,MM,04 - Value Proposition,False
Opportunity for Jacobs1642,,Customer,Julie Chavez,Pro laptop,2560600,425,Davidson606 Inc,Switzerland,8/7/21,True,2016-01-04T00:00:00.000Z,Omitted,Healthcare,Irene McCoy,Alliances,Existing Business,Sales WW,Laptops,GB,09 - Closed Lost,False
Opportunity for Nguyen1759,ME,Customer,Irene McCoy,Mega laptop,1324800,596,Gomez871 Inc,USA,5/16/21,True,2016-02-14T00:00:00.000Z,Omitted,Utilities,Catherine Brown,BDR,New Business / Add-on,Sales WW,Laptops,GB,09 - Closed Lost,False
Opportunity for Cruz1306,,Customer,Julie Chavez,Keyboard,578880,476,Anderson638 Inc,Russia,8/26/21,False,2016-04-04T00:00:00.000Z,Best Case,Insurance,Johnny Green,Marketing,New Business / Add-on,Sales WW,Accessories,COMM,05 - Perception Analysis,False
Opportunity for Flowers1427,NM,Partner,Irene McCoy,Mini tablet 2,1979000,653,Greer746 Inc,Canada,2/20/22,False,2016-07-26T00:00:00.000Z,Pipeline,Engineering,Nicolas Weaver,Alliances,New Business / Add-on,Sales AMER,Laptops,SMB,03 - Needs Analysis,False
Opportunity for Barton1670,OR,Customer,Bruce Kennedy,Keyboard,364760,459,Maxwell670 Inc,USA,12/10/21,False,2016-07-19T00:00:00.000Z,Pipeline,Media,Chris Riley,Marketing,New Business / Add-on,Sales EMEA,Accessories,GB,01 - Prospecting,False
Opportunity for Moss156,,Partner,Eric Gutierrez,Light laptop,857500,45,Rios384 Inc,Japan,10/14/21,False,2016-06-16T00:00:00.000Z,Commit,Insurance,Laura Palmer,Marketing,New Business / Add-on,Sales EMEA,Laptops,ENT,07 - Negotiation/Review,False
Opportunity for McDaniel1873,NM,Partner,Catherine Brown,Light laptop,3694000,195,Mendez595 Inc,USA,10/7/20,True,2015-09-22T00:00:00.000Z,Closed,Banking,Kelly Frazier,AE,New Business,Sales EMEA,Laptops,ESMB,08 - Closed Won,True
Opportunity for Alexander278,UT,Customer,Chris Riley,Cables,18960,19,Oliver444 Inc,Canada,3/7/21,True,2015-12-17T00:00:00.000Z,Closed,Energy,Chris Riley,AE,New Business,Sales EMEA,Accessories,SMB,08 - Closed Won,True
Opportunity for Atkins1016,,Customer,John Williams,Keyboard,1926610,577,Salazar150 Inc,United Kingdom,1/16/21,True,2015-11-08T00:00:00.000Z,Closed,Utilities,Catherine Brown,Marketing,New Business,Sales WW,Accessories,SMB,08 - Closed Won,True
Opportunity for Rhodes1746,HI,Customer,Laura Palmer,Notebook,918500,561,Dean95 Inc,USA,9/9/21,False,2016-04-22T00:00:00.000Z,Best Case,Banking,Eric Gutierrez,BDR,New Business,Sales AMER,Laptops,SMB,05 - Perception Analysis,False
Opportunity for Manning1045,KY,Customer,John Williams,,16843,646,Robinson912 Inc,Canada,8/3/20,True,2014-12-14T00:00:00.000Z,Closed,Biotechnology,Chris Riley,Marketing,New Business / Add-on,Sales EMEA,,MM,08 - Closed Won,True
Opportunity for Pope310,,Customer,Dennis Howard,Cables,3207480,101,Ramirez137 Inc,Japan,9/17/21,False,2016-03-25T00:00:00.000Z,Pipeline,Electronics,John Williams,BDR,Existing Business,Sales WW,Accessories,SMB,03 - Needs Analysis,False
Opportunity for Blair1326,,Customer,Bruce Kennedy,Keyboard,72720,481,Moss489 Inc,Denmark,1/22/21,True,2015-08-22T00:00:00.000Z,Closed,Banking,Irene Kelley,BDR,New Business / Add-on,Sales AMER,Accessories,ESMB,08 - Closed Won,True
Opportunity for Shaw480,,Customer,Eric Sanchez,Space phone 3,605000,350,Nguyen156 Inc,Italy,10/14/21,False,2016-05-24T00:00:00.000Z,Best Case,Healthcare,Harold Campbell,AE,New Business,Sales EMEA,Phones,ENT,05 - Perception Analysis,False
Opportunity for Brown1230,,Customer,John Williams,Cables,2454990,364,Hampton15 Inc,United Kingdom,12/12/21,False,2016-05-21T00:00:00.000Z,Pipeline,Utilities,Irene McCoy,Marketing,New Business / Add-on,Sales WW,Accessories,ENT,02 - Qualification,False
Opportunity for Murphy1963,NC,Customer,Irene McCoy,Cables,1241390,338,Rivera969 Inc,South Africa,12/31/21,False,2016-06-16T00:00:00.000Z,Commit,Manufacturing,Doroth Gardner,BDR,New Business,Sales AMER,Accessories,SMB,07 - Negotiation/Review,False
Opportunity for Collins378,,Customer,Nicolas Weaver,Light tablet,446850,57,Rodriguez768 Inc,Japan,10/21/20,True,2015-09-19T00:00:00.000Z,Closed,Manufacturing,Eric Gutierrez,AE,New Business,Sales AMER,Phones,SMB,08 - Closed Won,True
Opportunity for Gross1521,,Customer,Julie Chavez,Keyboard,3263870,247,Schmidt289 Inc,Japan,3/6/21,True,2015-07-14T00:00:00.000Z,Closed,Manufacturing,Catherine Brown,AE,New Business / Add-on,Sales WW,Accessories,MM,08 - Closed Won,True
Opportunity for Ramos435,,Customer,Doroth Gardner,Cables,2942705,266,Crawford701 Inc,Spain,7/31/21,True,2016-04-12T00:00:00.000Z,Closed,Technology,Nicolas Weaver,Marketing,New Business / Add-on,Sales AMER,Accessories,SMB,08 - Closed Won,True
Opportunity for Scott363,DE,Partner,Bruce Kennedy,Mini tablet,788800,25,Carlson744 Inc,USA,9/27/21,False,2016-07-10T00:00:00.000Z,Best Case,Banking,Irene McCoy,BDR,New Business / Add-on,Sales WW,Tablets,MM,05 - Perception Analysis,False
Opportunity for Reyes426,,Customer,Johnny Green,Mega laptop,830400,262,Jensen353 Inc,Japan,10/25/21,False,2016-05-19T00:00:00.000Z,Pipeline,Transportation,Evelyn Williamson,AE,New Business,Sales WW,Laptops,SMB,02 - Qualification,False
Opportunity for Padilla247,,Customer,Harold Campbell,Books,1214160,115,Lambert452 Inc,Thailand,2/10/21,True,2015-10-31T00:00:00.000Z,Omitted,Utilities,Irene Kelley,AE,New Business / Add-on,Sales AMER,Digital Media,GB,09 - Closed Lost,False
Opportunity for White1920,,Customer,Julie Chavez,Books,1535500,258,Watts76 Inc,Japan,6/19/21,True,2016-03-18T00:00:00.000Z,Omitted,Manufacturing,Johnny Green,BDR,New Business,Sales WW,Accessories,ENT,09 - Closed Lost,False
Opportunity for Paul1791,MD,Customer,Laura Garza,Notebook,424600,633,Brown495 Inc,USA,6/21/21,True,2016-04-01T00:00:00.000Z,Closed,Retail,Irene McCoy,Marketing,New Business,Sales WW,Laptops,SMB,08 - Closed Won,True
Opportunity for Barker1602,,Customer,Irene McCoy,Light tablet,951000,372,Briggs402 Inc,Taiwan,11/21/21,False,2016-07-04T00:00:00.000Z,Pipeline,Finance,Bruce Kennedy,BDR,Existing Business,Sales AMER,Tablets,SMB,03 - Needs Analysis,False
Opportunity for Daniel1811,UT,Customer,Chris Riley,Books,207240,666,Hogan989 Inc,Canada,2/15/21,True,2015-10-27T00:00:00.000Z,Closed,Transportation,Johnny Green,Marketing,Existing Business,Sales WW,Digital Media,ESMB,08 - Closed Won,True
Opportunity for Thomas1257,DE,Partner,Bruce Kennedy,Cables,1499560,400,Carlson744 Inc,USA,6/2/20,True,2014-11-26T00:00:00.000Z,Omitted,Banking,Chris Riley,Alliances,New Business / Add-on,Sales EMEA,Accessories,MM,09 - Closed Lost,False
Opportunity for Shaw336,ND,Partner,Eric Gutierrez,Cables,389120,120,Keller1 Inc,Canada,11/9/21,False,2016-07-26T00:00:00.000Z,Pipeline,Media,Eric Gutierrez,AE,New Business / Add-on,Sales AMER,Accessories,GB,02 - Qualification,False
Opportunity for Collier1376,CO,Customer,Evelyn Williamson,Cables,89230,579,Graves147 Inc,USA,9/21/21,False,2016-06-27T00:00:00.000Z,Pipeline,Biotechnology,Doroth Gardner,Marketing,New Business,Sales AMER,Accessories,SMB,01 - Prospecting,False
Opportunity for Walton1466,UT,Partner,Chris Riley,Books,558860,144,Vargas578 Inc,Canada,10/28/20,True,2015-09-10T00:00:00.000Z,Omitted,Education,Dennis Howard,AE,New Business / Add-on,Sales EMEA,Accessories,ESMB,09 - Closed Lost,False
Opportunity for Carson1177,,Customer,Johnny Green,,93733,279,Vega20 Inc,South Korea,6/29/21,True,2015-12-26T00:00:00.000Z,Omitted,Utilities,Harold Campbell,Marketing,New Business / Add-on,Sales EMEA,,GB,09 - Closed Lost,False
Opportunity for Colon1047,IA,Customer,Eric Gutierrez,Cables,680,647,Ross388 Inc,USA,8/25/21,False,2016-05-16T00:00:00.000Z,Pipeline,Education,Chris Riley,Alliances,New Business / Add-on,Sales EMEA,Accessories,MM,04 - Value Proposition,False
Opportunity for Duncan873,AR,Customer,Irene McCoy,Light laptop,2400250,415,Cox450 Inc,USA,8/21/20,True,2015-05-26T00:00:00.000Z,Closed,Electronics,Eric Sanchez,Marketing,New Business,Sales WW,Accessories,MM,08 - Closed Won,True
Opportunity for Baker1232,OK,Customer,Eric Sanchez,Cables,20240,365,Norton877 Inc,Canada,7/28/20,True,2015-01-03T00:00:00.000Z,Closed,Consulting,Eric Sanchez,Marketing,New Business,Sales WW,Accessories,SMB,08 - Closed Won,True
Opportunity for McDonald1503,NJ,Customer,Laura Garza,Light laptop,3851250,217,Rios830 Inc,USA,2/6/21,True,2016-01-24T00:00:00.000Z,Closed,Apparel,Johnny Green,Marketing,New Business,Sales WW,Laptops,MM,08 - Closed Won,True
Opportunity for Porter867,,Customer,Harold Campbell,Space phone 3,151500,392,Salazar257 Inc,Germany,12/17/20,True,2015-05-17T00:00:00.000Z,Omitted,Manufacturing,Catherine Brown,BDR,New Business,Sales WW,Phones,COMM,09 - Closed Lost,False
Opportunity for Chavez1849,,Partner,Eric Gutierrez,Light laptop,3306250,153,Walsh951 Inc,Brazil,7/20/20,True,2015-01-20T00:00:00.000Z,Closed,Apparel,Irene Kelley,AE,Existing Business,Sales AMER,Laptops,ESMB,08 - Closed Won,True
Opportunity for Cobb1406,ID,Customer,Eric Gutierrez,Certifications,802000,626,Horton569 Inc,Canada,10/31/21,False,2016-05-10T00:00:00.000Z,Pipeline,Retail,Dennis Howard,BDR,New Business,Sales EMEA,Digital Media,ESMB,02 - Qualification,False
Opportunity for McCarthy999,,Partner,Laura Palmer,Mini tablet,775200,571,Glover254 Inc,Norway,2/25/21,True,2015-07-13T00:00:00.000Z,Closed,Banking,Chris Riley,AE,New Business,Sales EMEA,Tablets,GB,08 - Closed Won,True
Opportunity for Cole1249,,Customer,Kelly Frazier,Cases,50890,397,Hart828 Inc,Germany,8/19/21,False,2016-06-07T00:00:00.000Z,Best Case,Electronics,Bruce Kennedy,Alliances,New Business / Add-on,Sales AMER,Accessories,GB,05 - Perception Analysis,False
Opportunity for Bates1547,MT,Customer,Harold Campbell,Certifications,3426450,284,Byrd23 Inc,Canada,6/8/21,True,2016-04-10T00:00:00.000Z,Closed,Education,Evelyn Williamson,AE,New Business / Add-on,Sales WW,Digital Media,ENT,08 - Closed Won,True
Opportunity for Clayton375,,Customer,Dennis Howard,Books,657600,32,Perkins198 Inc,Norway,4/9/21,True,2015-10-03T00:00:00.000Z,Closed,Transportation,John Williams,AE,New Business,Sales WW,Digital Media,SMB,08 - Closed Won,True
Opportunity for Chavez1340,ND,Partner,Irene Kelley,Cables,289140,515,Fowler322 Inc,Canada,7/7/21,True,2015-12-19T00:00:00.000Z,Closed,Apparel,John Williams,AE,New Business,Sales WW,Accessories,SMB,08 - Closed Won,True
Opportunity for Johnston49,,Partner,Irene McCoy,Cables,316040,75,Nichols662 Inc,Singapore,6/18/21,True,2016-04-30T00:00:00.000Z,Closed,Manufacturing,Johnny Green,Alliances,Existing Business,Sales WW,Accessories,SMB,08 - Closed Won,True
Opportunity for Dennis260,,Partner,Harold Campbell,Books,2868400,11,Gordon630 Inc,United Kingdom,8/23/21,False,2016-06-15T00:00:00.000Z,Pipeline,Agriculture,Bruce Kennedy,AE,Existing Business,Sales AMER,Digital Media,GB,03 - Needs Analysis,False
Opportunity for Porter410,,Customer,Bruce Kennedy,Mini tablet 2,2155875,70,Herrera868 Inc,Australia,12/22/20,True,2015-07-03T00:00:00.000Z,Closed,Utilities,Irene McCoy,AE,Existing Business,Sales WW,Laptops,ESMB,08 - Closed Won,True
Opportunity for Gross444,,Customer,Irene Kelley,Notebook,683100,299,Christensen840 Inc,Brazil,9/12/20,True,2015-04-25T00:00:00.000Z,Omitted,Technology,Eric Gutierrez,Marketing,New Business / Add-on,Sales AMER,Laptops,ENT,09 - Closed Lost,False
Opportunity for Webster1954,CA,Customer,Kelly Frazier,Cables,171660,334,Summers458 Inc,Canada,8/7/21,True,2015-12-21T00:00:00.000Z,Closed,Electronics,Laura Palmer,Marketing,New Business,Sales EMEA,Accessories,ENT,08 - Closed Won,True
Opportunity for Aguilar1908,NH,Customer,Evelyn Williamson,Light tablet,3314900,253,Colon817 Inc,Canada,12/9/20,True,2015-06-09T00:00:00.000Z,Closed,Media,Irene Kelley,AE,Existing Business,Sales AMER,Laptops,MM,08 - Closed Won,True
Opportunity for Jennings981,DE,Customer,Catherine Brown,Courses,141300,538,Reynolds298 Inc,USA,2/7/22,False,2016-07-08T00:00:00.000Z,Pipeline,Consulting,Eric Gutierrez,AE,New Business,Sales AMER,Accessories,MM,02 - Qualification,False
Opportunity for Erickson1716,ND,Partner,Irene Kelley,Light tablet 2,1771150,523,Fowler322 Inc,Canada,9/7/21,False,2016-07-12T00:00:00.000Z,Pipeline,Apparel,Kelly Frazier,Marketing,New Business / Add-on,Sales EMEA,Laptops,SMB,04 - Value Proposition,False
Opportunity for Wolfe807,,Customer,Julie Chavez,Mega laptop,3198400,309,Mann154 Inc,South Korea,9/14/20,True,2015-03-09T00:00:00.000Z,Closed,Apparel,Eric Sanchez,AE,New Business,Sales WW,Laptops,SMB,08 - Closed Won,True
Opportunity for Johnson854,NC,Partner,Chris Riley,Light tablet,1836150,390,Moss480 Inc,USA,6/28/20,True,2015-01-16T00:00:00.000Z,Omitted,Engineering,Irene McCoy,Marketing,Existing Business,Sales WW,Tablets,COMM,09 - Closed Lost,False
Opportunity for Norman1354,IN,Customer,Laura Palmer,Books,5294610,543,Carr889 Inc,Canada,1/14/21,True,2015-09-13T00:00:00.000Z,Closed,Communications,Johnny Green,Alliances,Existing Business,Sales WW,Digital Media,GB,08 - Closed Won,True
Opportunity for Vaughn1076,,Customer,Eric Gutierrez,Mini tablet,771200,132,Thomas208 Inc,Hong Kong,8/10/20,True,2015-04-17T00:00:00.000Z,Omitted,Energy,Nicolas Weaver,BDR,New Business,Sales AMER,Tablets,COMM,09 - Closed Lost,False
Opportunity for Barnett1692,MI,Customer,Eric Gutierrez,Books,4708010,485,Stephens391 Inc,Canada,8/20/21,False,2016-01-18T00:00:00.000Z,Pipeline,Insurance,Nicolas Weaver,BDR,New Business,Sales AMER,Accessories,COMM,03 - Needs Analysis,False
Opportunity for Keller977,,Partner,Nicolas Weaver,Keyboard,54900,537,Marsh614 Inc,Mexico,6/8/21,True,2016-01-02T00:00:00.000Z,Omitted,Finance,Laura Palmer,AE,New Business / Add-on,Sales EMEA,Accessories,MM,09 - Closed Lost,False
Opportunity for Harris1133,,Customer,Laura Garza,Light tablet,524400,212,Higgins494 Inc,Norway,1/28/21,True,2015-10-26T00:00:00.000Z,Closed,Media,Johnny Green,Marketing,New Business / Add-on,Sales WW,Accessories,MM,08 - Closed Won,True
Opportunity for Harmon1481,FL,Customer,Eric Sanchez,Cables,1738370,183,Myers581 Inc,Canada,2/14/21,True,2016-01-23T00:00:00.000Z,Closed,Consulting,Nicolas Weaver,BDR,New Business,Sales AMER,Accessories,ESMB,08 - Closed Won,True
Opportunity for Fuller347,AZ,Partner,Laura Palmer,Cables,157900,124,Robinson442 Inc,Canada,8/30/20,True,2015-03-02T00:00:00.000Z,Omitted,Retail,Eric Sanchez,AE,New Business,Sales WW,Accessories,SMB,09 - Closed Lost,False
Opportunity for Medina1531,,Customer,Kelly Frazier,Light tablet 2,1722250,249,Schneider841 Inc,India,5/12/21,True,2015-09-14T00:00:00.000Z,Omitted,Electronics,Irene McCoy,Marketing,New Business / Add-on,Sales WW,Accessories,MM,09 - Closed Lost,False
Opportunity for Love368,,Customer,Johnny Green,Cables,390885,27,Ross364 Inc,Norway,4/14/21,True,2015-10-29T00:00:00.000Z,Closed,Insurance,Evelyn Williamson,AE,New Business / Add-on,Sales WW,Accessories,MM,08 - Closed Won,True
Opportunity for Morton1251,TN,Customer,Eric Gutierrez,,25095,398,Fox517 Inc,USA,3/12/21,True,2016-01-16T00:00:00.000Z,Closed,Energy,Eric Sanchez,AE,New Business,Sales WW,,GB,08 - Closed Won,True
Opportunity for Campbell329,,Partner,Julie Chavez,Mini tablet,3173450,118,Bush454 Inc,Norway,8/1/21,True,2016-06-09T00:00:00.000Z,Closed,Finance,Laura Palmer,AE,New Business,Sales EMEA,Laptops,SMB,08 - Closed Won,True
Opportunity for Nunez37,SD,Partner,Laura Palmer,Cables,809810,41,Smith558 Inc,Canada,7/27/21,True,2016-07-11T00:00:00.000Z,Omitted,Electronics,Irene Kelley,Alliances,New Business / Add-on,Sales AMER,Accessories,COMM,09 - Closed Lost,False
