Opportunity Name,Billing State/Province,Account Type,Account Owner,Product Name,Amount,Billing Country,Account Name,Close Date,Closed,Created Date,Industry,Opportunity Owner,Opportunity Source,Opportunity Type,Owner Role,Product Family,Segment,Stage,Won
Opportunity for Colon1295,ND,Partner,Irene Kelley,Mega laptop,667200,Canada,Fowler322 Inc,2016-06-27,true,2016-01-04T00:00:00.000Z,Apparel,Laura Palmer,AE,Existing Business,Sales EMEA,Laptops,SMB,08 - Closed Won,true
Opportunity for Bowers1284,,Partner,Doroth Gardner,Cables,229470,Mexico,Gill754 Inc,2016-04-20,true,2016-03-16T00:00:00.000Z,Energy,Irene McCoy,BDR,Existing Business,Sales WW,Accessories,MM,08 - Closed Won,true
Opportunity for Park1288,UT,Customer,Chris Riley,Books,107040,Canada,Hogan989 Inc,2016-03-26,true,2016-02-27T00:00:00.000Z,Transportation,Chris Riley,Alliances,New Business / Add-on,Sales EMEA,Digital Media,ESMB,08 - Closed Won,true
Opportunity for Stevenson1289,HI,Partner,Johnny Green,Cables,1640210,Canada,Butler152 Inc,2016-02-03,true,2015-11-16T00:00:00.000Z,Electronics,Irene McCoy,BDR,New Business,Sales WW,Accessories,SMB,08 - Closed Won,true
Opportunity for Flores1296,,Customer,Irene McCoy,Cables,2325850,Sweden,Reeves202 Inc,2016-06-19,true,2015-11-22T00:00:00.000Z,Apparel,Irene Kelley,Alliances,Existing Business,Sales AMER,Accessories,COMM,08 - Closed Won,true
Opportunity for Frank1303,,Customer,Dennis Howard,Light tablet 2,1886550,South Korea,Holmes7 Inc,2015-07-23,true,2015-03-25T00:00:00.000Z,Engineering,Eric Gutierrez,Marketing,New Business,Sales AMER,Tablets,MM,08 - Closed Won,true
Opportunity for Baker1304,,Customer,Catherine Brown,Light tablet,1918900,Japan,Marshall977 Inc,2017-02-23,false,2016-08-05T00:00:00.000Z,Insurance,Laura Garza,AE,New Business / Add-on,Sales WW,Accessories,SMB,02 - Qualification,false
Opportunity for Santos1305,OH,Customer,Evelyn Williamson,Cables,14640,USA,Young486 Inc,2016-09-07,false,2016-07-28T00:00:00.000Z,Technology,Laura Palmer,BDR,New Business,Sales EMEA,Accessories,MM,06 - Proposal/Price Quote,false
Opportunity for Castro1653,,Customer,Julie Chavez,,191895,Germany,Burgess3 Inc,2015-09-19,true,2015-03-12T00:00:00.000Z,Transportation,Doroth Gardner,Alliances,New Business,Sales AMER,,COMM,09 - Closed Lost,false
Opportunity for Nguyen1657,,Customer,John Williams,Keyboard,236610,Switzerland,Fleming389 Inc,2016-01-12,true,2015-09-29T00:00:00.000Z,Manufacturing,Nicolas Weaver,Marketing,New Business,Sales AMER,Accessories,ESMB,08 - Closed Won,true
Opportunity for Henry1658,CA,Customer,Bruce Kennedy,Space phone 2,327600,Canada,Joseph419 Inc,2016-01-01,true,2015-11-20T00:00:00.000Z,Energy,Johnny Green,BDR,New Business,Sales WW,Phones,SMB,09 - Closed Lost,false
Opportunity for Henry1665,,Customer,Dennis Howard,Cables,49760,India,Brewer763 Inc,2016-07-08,true,2016-04-03T00:00:00.000Z,Electronics,Dennis Howard,BDR,New Business / Add-on,Sales EMEA,Accessories,SMB,08 - Closed Won,true
Opportunity for Barton1670,OR,Customer,Bruce Kennedy,Keyboard,364760,USA,Maxwell670 Inc,2016-12-09,false,2016-07-19T00:00:00.000Z,Media,Chris Riley,Marketing,New Business / Add-on,Sales EMEA,Accessories,GB,01 - Prospecting,false
Opportunity for Ramsey1673,,Customer,Doroth Gardner,Courses,3351780,Taiwan,Williamson530 Inc,2016-09-19,false,2016-07-09T00:00:00.000Z,Biotechnology,Johnny Green,Marketing,New Business,Sales WW,Accessories,COMM,03 - Needs Analysis,false
Opportunity for Taylor1674,AR,Customer,Catherine Brown,Courses,1542350,Canada,Hanson683 Inc,2016-08-11,true,2016-03-25T00:00:00.000Z,Consulting,Eric Sanchez,BDR,New Business,Sales WW,Digital Media,MM,08 - Closed Won,true
Opportunity for Johnston1675,,Customer,Irene McCoy,Books,804275,Hong Kong,Lopez215 Inc,2016-07-10,true,2016-02-09T00:00:00.000Z,Communications,Dennis Howard,AE,New Business / Add-on,Sales EMEA,Accessories,SMB,08 - Closed Won,true
Opportunity for Clayton1676,ME,Customer,Irene McCoy,Certifications,41500,USA,Gomez871 Inc,2017-01-16,false,2016-06-28T00:00:00.000Z,Utilities,Laura Garza,Marketing,New Business,Sales WW,Digital Media,GB,03 - Needs Analysis,false
Opportunity for Hernandez555,MT,Partner,Laura Palmer,Mouse,202200,Canada,Stewart319 Inc,2015-11-25,true,2015-07-04T00:00:00.000Z,Energy,Bruce Kennedy,Alliances,New Business,Sales AMER,Accessories,COMM,08 - Closed Won,true
Opportunity for Stokes556,,Customer,Harold Campbell,Books,40900,Germany,Salazar257 Inc,2016-07-04,true,2016-03-16T00:00:00.000Z,Manufacturing,Dennis Howard,AE,New Business,Sales EMEA,Digital Media,COMM,08 - Closed Won,true
Opportunity for Franklin560,OK,Customer,Nicolas Weaver,Cables,1420100,Canada,Lawrence491 Inc,2016-10-18,false,2016-05-18T00:00:00.000Z,Transportation,Dennis Howard,Marketing,New Business / Add-on,Sales EMEA,Accessories,GB,01 - Prospecting,false
Opportunity for Lane561,,Customer,Laura Garza,,316726,Denmark,Armstrong345 Inc,2016-01-04,true,2015-09-19T00:00:00.000Z,Technology,Dennis Howard,AE,Existing Business,Sales EMEA,,MM,08 - Closed Won,true
Opportunity for Floyd923,DE,Customer,Laura Garza,Light laptop,2202900,USA,Joseph988 Inc,2016-05-30,true,2016-01-22T00:00:00.000Z,Energy,Catherine Brown,BDR,New Business / Add-on,Sales WW,Laptops,COMM,08 - Closed Won,true
Opportunity for Rowe925,,Customer,Laura Garza,,424836,Sweden,Ingram644 Inc,2016-05-20,true,2015-11-15T00:00:00.000Z,Communications,Evelyn Williamson,BDR,New Business / Add-on,Sales WW,,COMM,08 - Closed Won,true
Opportunity for Wright926,,Customer,Doroth Gardner,Light laptop,1532900,Japan,McDaniel467 Inc,2015-10-08,true,2015-03-10T00:00:00.000Z,Biotechnology,Catherine Brown,BDR,New Business / Add-on,Sales WW,Accessories,SMB,09 - Closed Lost,false
Opportunity for Page927,WA,Partner,Nicolas Weaver,Space phone 3,219500,USA,Long659 Inc,2016-03-27,true,2016-02-03T00:00:00.000Z,Apparel,Eric Gutierrez,Marketing,Existing Business,Sales AMER,Phones,SMB,08 - Closed Won,true
Opportunity for Hicks930,,Partner,Julie Chavez,,398311,Hong Kong,Norman484 Inc,2016-04-15,true,2016-01-01T00:00:00.000Z,Manufacturing,Johnny Green,Marketing,New Business / Add-on,Sales WW,,MM,09 - Closed Lost,false
Opportunity for Farmer932,,Customer,Bruce Kennedy,Mega laptop,2339200,Brazil,Chambers869 Inc,2015-09-17,true,2015-04-11T00:00:00.000Z,Engineering,Bruce Kennedy,Marketing,New Business,Sales AMER,Laptops,SMB,08 - Closed Won,true
Opportunity for Burton933,,Customer,Dennis Howard,,388760,South Korea,Griffin587 Inc,2016-07-27,true,2016-04-07T00:00:00.000Z,Communications,John Williams,BDR,New Business / Add-on,Sales WW,,MM,09 - Closed Lost,false
Opportunity for Mack935,,Customer,Laura Garza,Mini tablet,76800,Singapore,Reeves844 Inc,2016-07-01,true,2015-11-28T00:00:00.000Z,Apparel,Evelyn Williamson,Marketing,New Business,Sales WW,Tablets,GB,08 - Closed Won,true
Opportunity for Cruz1306,,Customer,Julie Chavez,Keyboard,578880,Russia,Anderson638 Inc,2016-08-25,false,2016-04-04T00:00:00.000Z,Insurance,Johnny Green,Marketing,New Business / Add-on,Sales WW,Accessories,COMM,05 - Perception Analysis,false
Opportunity for Johnson1307,,Partner,Johnny Green,Notebook,2165900,Belgium,Bowers460 Inc,2016-06-27,true,2016-01-26T00:00:00.000Z,Banking,Laura Garza,AE,Existing Business,Sales WW,Laptops,COMM,09 - Closed Lost,false
Opportunity for Pittman1309,,Partner,Laura Palmer,Books,200400,Switzerland,Alvarez45 Inc,2016-05-03,true,2015-12-15T00:00:00.000Z,Education,Evelyn Williamson,BDR,Existing Business,Sales WW,Digital Media,SMB,08 - Closed Won,true
Opportunity for Gutierrez1322,,Customer,Laura Palmer,Cables,89320,Singapore,Collins928 Inc,2015-07-01,true,2015-03-22T00:00:00.000Z,Apparel,Laura Garza,AE,Existing Business,Sales WW,Accessories,SMB,08 - Closed Won,true
Opportunity for Patterson1324,,Customer,Doroth Gardner,Books,1292300,Denmark,Gonzales409 Inc,2016-02-28,true,2015-12-20T00:00:00.000Z,Engineering,Laura Garza,Alliances,New Business / Add-on,Sales WW,Accessories,GB,09 - Closed Lost,false
Opportunity for Blair1326,,Customer,Bruce Kennedy,Keyboard,72720,Denmark,Moss489 Inc,2016-01-22,true,2015-08-22T00:00:00.000Z,Banking,Irene Kelley,BDR,New Business / Add-on,Sales AMER,Accessories,ESMB,08 - Closed Won,true
Opportunity for Flores1679,CT,Customer,John Williams,Light tablet 2,2641175,USA,Bowen938 Inc,2016-04-20,true,2016-01-15T00:00:00.000Z,Energy,Eric Gutierrez,Marketing,New Business / Add-on,Sales AMER,Laptops,SMB,09 - Closed Lost,false
Opportunity for Steele1680,,Customer,Doroth Gardner,Mini tablet,2207200,Sweden,Patrick806 Inc,2016-08-10,true,2016-01-20T00:00:00.000Z,Energy,Irene McCoy,AE,Existing Business,Sales WW,Laptops,ESMB,08 - Closed Won,true
Opportunity for Long1689,FL,Customer,Laura Garza,Cables,100040,USA,Hart717 Inc,2015-08-13,true,2015-01-27T00:00:00.000Z,Healthcare,Eric Sanchez,BDR,Existing Business,Sales WW,Accessories,MM,09 - Closed Lost,false
Opportunity for Barnett1692,MI,Customer,Eric Gutierrez,Books,4708010,Canada,Stephens391 Inc,2016-08-19,false,2016-01-18T00:00:00.000Z,Insurance,Nicolas Weaver,BDR,New Business,Sales AMER,Accessories,COMM,03 - Needs Analysis,false
Opportunity for Figueroa1695,,Partner,Irene McCoy,Books,2604140,China,Morales516 Inc,2015-10-10,true,2015-03-06T00:00:00.000Z,Energy,Eric Sanchez,BDR,New Business,Sales WW,Digital Media,GB,08 - Closed Won,true
Opportunity for Watkins1701,,Partner,Eric Gutierrez,Courses,831100,Hong Kong,McCarthy602 Inc,2015-10-10,true,2015-08-29T00:00:00.000Z,Healthcare,Johnny Green,Marketing,New Business,Sales WW,Digital Media,SMB,09 - Closed Lost,false
Opportunity for Long562,,Customer,Catherine Brown,Mega laptop,249600,Switzerland,Anderson269 Inc,2015-10-16,true,2015-08-12T00:00:00.000Z,Biotechnology,Dennis Howard,AE,New Business / Add-on,Sales EMEA,Laptops,MM,08 - Closed Won,true
Opportunity for Schneider564,,Partner,Catherine Brown,,146771,Thailand,Simmons663 Inc,2016-03-16,true,2015-11-06T00:00:00.000Z,Energy,Doroth Gardner,Marketing,New Business / Add-on,Sales AMER,,COMM,08 - Closed Won,true
Opportunity for Hunt578,,Customer,Harold Campbell,Keyboard,1012640,Thailand,Lambert452 Inc,2016-03-25,true,2015-08-20T00:00:00.000Z,Utilities,Catherine Brown,BDR,New Business,Sales WW,Accessories,GB,08 - Closed Won,true
Opportunity for Watson580,,Customer,Chris Riley,Cables,4090880,Spain,Torres548 Inc,2016-05-25,true,2016-04-09T00:00:00.000Z,Biotechnology,Evelyn Williamson,AE,New Business / Add-on,Sales WW,Accessories,SMB,08 - Closed Won,true
Opportunity for Carr581,,Customer,Dennis Howard,Space phone 3,61500,Japan,Moody613 Inc,2016-01-04,true,2015-12-15T00:00:00.000Z,Transportation,John Williams,BDR,New Business,Sales WW,Phones,MM,08 - Closed Won,true
Opportunity for Butler582,IL,Customer,Laura Garza,Mini tablet,224800,USA,Webster349 Inc,2016-12-21,false,2016-06-18T00:00:00.000Z,Manufacturing,Bruce Kennedy,BDR,New Business,Sales AMER,Tablets,SMB,01 - Prospecting,false
Opportunity for Johnston583,,Customer,Evelyn Williamson,Mini tablet 2,399300,Belgium,Elliott903 Inc,2016-06-03,true,2015-12-13T00:00:00.000Z,Media,Kelly Frazier,Marketing,New Business,Sales EMEA,Accessories,MM,08 - Closed Won,true
Opportunity for Dunn946,,Partner,Doroth Gardner,Light laptop,2389600,Turkey,Ortega682 Inc,2016-08-04,true,2016-06-24T00:00:00.000Z,Telecommunications,Doroth Gardner,BDR,New Business / Add-on,Sales AMER,Accessories,SMB,08 - Closed Won,true
Opportunity for Davis947,,Partner,Irene Kelley,Cases,1574960,Hong Kong,Barnett543 Inc,2016-07-19,true,2015-12-17T00:00:00.000Z,Consulting,Irene Kelley,Alliances,Existing Business,Sales AMER,Accessories,GB,08 - Closed Won,true
Opportunity for Stokes949,MS,Customer,Bruce Kennedy,Light tablet,3915950,Canada,Newman145 Inc,2016-11-22,false,2016-05-22T00:00:00.000Z,Insurance,Evelyn Williamson,BDR,Existing Business,Sales WW,Laptops,MM,03 - Needs Analysis,false
Opportunity for Bryant952,,Customer,Julie Chavez,Light laptop,1379300,Switzerland,Pittman528 Inc,2016-08-26,false,2016-04-06T00:00:00.000Z,Energy,Irene McCoy,Marketing,New Business / Add-on,Sales WW,Laptops,GB,04 - Value Proposition,false
Opportunity for Salazar953,AR,Partner,Laura Garza,,100267,USA,Watkins561 Inc,2016-10-01,false,2016-05-03T00:00:00.000Z,Finance,Evelyn Williamson,BDR,New Business,Sales WW,,MM,05 - Perception Analysis,false
Opportunity for Alexander954,TX,Customer,Bruce Kennedy,Cables,895135,Canada,Clarke268 Inc,2016-12-12,false,2016-05-20T00:00:00.000Z,Education,Dennis Howard,BDR,Existing Business,Sales EMEA,Accessories,COMM,04 - Value Proposition,false
Opportunity for Dennis956,TN,Customer,Eric Gutierrez,Light laptop,2285700,USA,Fox517 Inc,2016-11-02,false,2016-08-04T00:00:00.000Z,Energy,Irene Kelley,AE,New Business,Sales AMER,Laptops,GB,02 - Qualification,false
Opportunity for Estrada957,TX,Customer,Eric Gutierrez,Cables,488860,USA,Banks163 Inc,2016-11-14,false,2016-04-12T00:00:00.000Z,Technology,Doroth Gardner,Marketing,New Business,Sales AMER,Accessories,SMB,07 - Negotiation/Review,false
Opportunity for Rodriquez958,,Partner,Irene Kelley,Space phone 2,413100,Japan,Tran514 Inc,2017-03-05,false,2016-07-09T00:00:00.000Z,Engineering,Irene McCoy,AE,New Business / Add-on,Sales WW,Phones,ENT,02 - Qualification,false
Opportunity for Jackson959,,Customer,Catherine Brown,Mega laptop,2632925,Norway,Lawson921 Inc,2016-04-21,true,2015-08-27T00:00:00.000Z,Engineering,Doroth Gardner,AE,New Business,Sales AMER,Laptops,GB,08 - Closed Won,true
Opportunity for McBride960,,Customer,Nicolas Weaver,Cables,412385,Italy,Bennett922 Inc,2016-05-13,true,2015-09-30T00:00:00.000Z,Retail,Chris Riley,BDR,New Business,Sales EMEA,Accessories,ESMB,08 - Closed Won,true
Opportunity for Moore962,,Customer,John Williams,Books,39960,France,Lopez621 Inc,2016-11-20,false,2016-06-03T00:00:00.000Z,Utilities,Eric Sanchez,AE,New Business,Sales WW,Digital Media,GB,07 - Negotiation/Review,false
Opportunity for Wade966,,Partner,Catherine Brown,Mini tablet 2,552000,Japan,West49 Inc,2017-01-08,false,2016-06-28T00:00:00.000Z,Apparel,Laura Palmer,Marketing,New Business,Sales EMEA,Phones,SMB,03 - Needs Analysis,false
Opportunity for Luna1331,MI,Customer,Laura Garza,Notebook,1010900,Canada,Vasquez483 Inc,2015-12-04,true,2015-06-03T00:00:00.000Z,Education,Doroth Gardner,AE,New Business,Sales AMER,Laptops,SMB,08 - Closed Won,true
Opportunity for Glover1332,TX,Partner,Doroth Gardner,Light laptop,1053550,USA,Griffith580 Inc,2015-12-26,true,2015-06-15T00:00:00.000Z,Transportation,Chris Riley,AE,New Business,Sales EMEA,Accessories,ESMB,08 - Closed Won,true
Opportunity for Malone1334,,Customer,Eric Gutierrez,Mega laptop,3847700,France,Lindsey633 Inc,2017-01-30,false,2016-08-13T00:00:00.000Z,Insurance,Irene Kelley,AE,New Business / Add-on,Sales AMER,Laptops,SMB,03 - Needs Analysis,false
Opportunity for Sharp1336,,Customer,Eric Gutierrez,,257198,China,Cohen28 Inc,2016-07-19,true,2016-04-14T00:00:00.000Z,Retail,Chris Riley,AE,New Business,Sales EMEA,,GB,08 - Closed Won,true
Opportunity for Shaw1337,SC,Customer,Nicolas Weaver,Pro laptop,620200,USA,Warren397 Inc,2016-08-11,true,2016-05-07T00:00:00.000Z,Education,Laura Garza,Alliances,New Business,Sales WW,Laptops,SMB,09 - Closed Lost,false
Opportunity for Guzman1338,,Partner,Evelyn Williamson,Space phone 2,256275,Japan,Black598 Inc,2015-09-05,true,2015-07-23T00:00:00.000Z,Manufacturing,Irene McCoy,AE,New Business / Add-on,Sales WW,Phones,SMB,08 - Closed Won,true
Opportunity for Gibbs1339,VA,Customer,Chris Riley,Certifications,2983800,Canada,Flores188 Inc,2016-03-01,true,2016-01-03T00:00:00.000Z,Retail,Irene McCoy,AE,Existing Business,Sales WW,Digital Media,MM,08 - Closed Won,true
Opportunity for Chavez1340,ND,Partner,Irene Kelley,Cables,289140,Canada,Fowler322 Inc,2016-07-06,true,2015-12-19T00:00:00.000Z,Apparel,John Williams,AE,New Business,Sales WW,Accessories,SMB,08 - Closed Won,true
Opportunity for Walker1342,GA,Customer,Catherine Brown,Cables,1259840,Canada,Beck447 Inc,2015-12-24,true,2015-06-03T00:00:00.000Z,Technology,Eric Sanchez,BDR,New Business,Sales WW,Accessories,SMB,09 - Closed Lost,false
Opportunity for Sanders1345,,Customer,Doroth Gardner,Cables,773640,Japan,Adkins42 Inc,2016-07-14,true,2016-02-29T00:00:00.000Z,Utilities,Dennis Howard,Marketing,Existing Business,Sales EMEA,Accessories,MM,08 - Closed Won,true
Opportunity for Sparks1346,,Customer,Dennis Howard,Keyboard,1567780,Japan,Riley999 Inc,2016-04-22,true,2015-10-26T00:00:00.000Z,Energy,Laura Palmer,AE,New Business / Add-on,Sales EMEA,Accessories,SMB,08 - Closed Won,true
Opportunity for Hart1350,,Partner,Eric Gutierrez,Light tablet,526200,Taiwan,Todd566 Inc,2015-07-12,true,2015-06-13T00:00:00.000Z,Technology,Bruce Kennedy,AE,New Business,Sales AMER,Tablets,ESMB,09 - Closed Lost,false
Opportunity for Wallace1706,NH,Customer,Laura Palmer,,13980,Canada,Pittman334 Inc,2015-10-01,true,2015-06-24T00:00:00.000Z,Finance,Laura Garza,AE,New Business / Add-on,Sales WW,,COMM,08 - Closed Won,true
Opportunity for Johnson1707,,Customer,Harold Campbell,Pro laptop,3612800,Turkey,Phillips253 Inc,2016-11-03,false,2016-07-15T00:00:00.000Z,Telecommunications,Dennis Howard,Marketing,New Business / Add-on,Sales EMEA,Laptops,SMB,03 - Needs Analysis,false
Opportunity for Parker1715,,Customer,Laura Palmer,Books,886570,Russia,Aguilar870 Inc,2016-09-24,false,2016-05-30T00:00:00.000Z,Media,Eric Gutierrez,AE,New Business / Add-on,Sales AMER,Digital Media,ESMB,07 - Negotiation/Review,false
Opportunity for Erickson1716,ND,Partner,Irene Kelley,Light tablet 2,1771150,Canada,Fowler322 Inc,2016-09-06,false,2016-07-12T00:00:00.000Z,Apparel,Kelly Frazier,Marketing,New Business / Add-on,Sales EMEA,Laptops,SMB,04 - Value Proposition,false
Opportunity for Lewis1718,,Customer,Laura Garza,Notebook,1415700,Japan,Morton128 Inc,2016-07-31,true,2016-01-24T00:00:00.000Z,Transportation,Irene McCoy,Marketing,New Business,Sales WW,Laptops,SMB,08 - Closed Won,true
Opportunity for French1719,OH,Customer,Laura Garza,Certifications,1840000,Canada,Hudson506 Inc,2016-04-18,true,2015-11-28T00:00:00.000Z,Finance,Irene Kelley,AE,New Business,Sales AMER,Digital Media,ESMB,08 - Closed Won,true
Opportunity for Duncan1725,,Customer,Eric Sanchez,Light tablet 2,847450,Thailand,Thompson136 Inc,2016-10-06,false,2016-04-15T00:00:00.000Z,Energy,Eric Sanchez,BDR,Existing Business,Sales WW,Tablets,MM,01 - Prospecting,false
Opportunity for Leonard584,,Partner,Laura Palmer,Space phone 2,318600,Italy,Duncan187 Inc,2017-01-06,false,2016-06-02T00:00:00.000Z,Energy,Kelly Frazier,Marketing,Existing Business,Sales EMEA,Phones,GB,02 - Qualification,false
Opportunity for Santiago590,,Partner,Dennis Howard,Keyboard,57510,South Korea,Haynes623 Inc,2016-03-30,true,2015-09-30T00:00:00.000Z,Apparel,Johnny Green,BDR,Existing Business,Sales WW,Accessories,SMB,09 - Closed Lost,false
Opportunity for Morton591,HI,Customer,Dennis Howard,Mega laptop,1741100,USA,Adkins907 Inc,2016-09-10,false,2016-04-29T00:00:00.000Z,Transportation,Eric Sanchez,AE,New Business / Add-on,Sales WW,Accessories,SMB,06 - Proposal/Price Quote,false
Opportunity for Reynolds593,,Partner,Harold Campbell,Cables,3503360,Japan,Peters785 Inc,2016-09-12,false,2016-03-24T00:00:00.000Z,Biotechnology,Irene McCoy,Marketing,New Business,Sales WW,Accessories,MM,02 - Qualification,false
Opportunity for Bowers595,,Customer,Chris Riley,Cases,681410,Thailand,Cook117 Inc,2016-03-08,true,2015-11-27T00:00:00.000Z,Energy,Dennis Howard,AE,New Business,Sales EMEA,Accessories,GB,08 - Closed Won,true
Opportunity for Armstrong600,SC,Customer,Doroth Gardner,Cables,2102240,Canada,Rodriguez422 Inc,2017-02-12,false,2016-06-22T00:00:00.000Z,Electronics,Irene Kelley,Alliances,New Business / Add-on,Sales AMER,Accessories,GB,01 - Prospecting,false
Opportunity for Johnston601,,Customer,Laura Garza,,377520,Italy,Hansen313 Inc,2015-08-08,true,2015-05-21T00:00:00.000Z,Technology,Irene Kelley,AE,New Business / Add-on,Sales AMER,,ENT,09 - Closed Lost,false
Opportunity for Nash605,OR,Customer,Julie Chavez,Light tablet,1840600,USA,Mann440 Inc,2016-06-08,true,2016-05-04T00:00:00.000Z,Electronics,Bruce Kennedy,AE,New Business / Add-on,Sales AMER,Laptops,SMB,08 - Closed Won,true
Opportunity for Evans607,,Customer,Dennis Howard,Cases,341390,Japan,Riley999 Inc,2016-01-31,true,2015-11-24T00:00:00.000Z,Energy,Harold Campbell,AE,New Business,Sales EMEA,Accessories,SMB,09 - Closed Lost,false
Opportunity for Norman968,,Customer,Doroth Gardner,Space phone 2,728525,Sweden,West990 Inc,2016-06-01,true,2015-12-11T00:00:00.000Z,Healthcare,John Williams,AE,New Business,Sales WW,Phones,GB,08 - Closed Won,true
Opportunity for Keller977,,Partner,Nicolas Weaver,Keyboard,54900,Mexico,Marsh614 Inc,2016-06-07,true,2016-01-02T00:00:00.000Z,Finance,Laura Palmer,AE,New Business / Add-on,Sales EMEA,Accessories,MM,09 - Closed Lost,false
Opportunity for Jennings981,DE,Customer,Catherine Brown,Courses,141300,USA,Reynolds298 Inc,2017-02-06,false,2016-07-08T00:00:00.000Z,Consulting,Eric Gutierrez,AE,New Business,Sales AMER,Accessories,MM,02 - Qualification,false
Opportunity for Weber983,RI,Customer,Johnny Green,,279405,USA,Gutierrez48 Inc,2016-03-13,true,2015-12-14T00:00:00.000Z,Telecommunications,Irene Kelley,BDR,New Business,Sales AMER,,MM,09 - Closed Lost,false
Opportunity for Lane987,ME,Customer,Evelyn Williamson,,316254,Canada,Joseph730 Inc,2016-02-02,true,2015-06-20T00:00:00.000Z,Energy,Evelyn Williamson,AE,New Business,Sales WW,,MM,08 - Closed Won,true
Opportunity for Lloyd988,SC,Partner,Dennis Howard,Cables,2243150,USA,Wise175 Inc,2016-08-28,false,2016-04-06T00:00:00.000Z,Insurance,Eric Sanchez,AE,Existing Business,Sales WW,Accessories,MM,06 - Proposal/Price Quote,false
Opportunity for Porter991,FL,Customer,Bruce Kennedy,Light laptop,2158750,Canada,Fitzgerald503 Inc,2016-10-05,false,2016-05-09T00:00:00.000Z,Banking,Eric Sanchez,AE,New Business,Sales WW,Laptops,GB,05 - Perception Analysis,false
Opportunity for Norman1354,IN,Customer,Laura Palmer,Books,5294610,Canada,Carr889 Inc,2016-01-14,true,2015-09-13T00:00:00.000Z,Communications,Johnny Green,Alliances,Existing Business,Sales WW,Digital Media,GB,08 - Closed Won,true
Opportunity for Gomez1357,NV,Customer,Julie Chavez,Light laptop,3618750,USA,Wells423 Inc,2016-07-06,true,2016-01-17T00:00:00.000Z,Banking,Chris Riley,BDR,New Business / Add-on,Sales EMEA,Laptops,COMM,09 - Closed Lost,false
Opportunity for Sullivan1358,,Customer,Kelly Frazier,Keyboard,163530,India,Schneider841 Inc,2016-04-24,true,2016-03-10T00:00:00.000Z,Electronics,Laura Garza,AE,New Business,Sales WW,Accessories,MM,08 - Closed Won,true
Opportunity for Harrison1359,CA,Customer,Eric Gutierrez,,475597,USA,Rodriquez626 Inc,2016-10-07,false,2016-03-10T00:00:00.000Z,Insurance,Catherine Brown,BDR,New Business,Sales WW,,COMM,02 - Qualification,false
Opportunity for Austin1360,WA,Customer,Catherine Brown,,347730,Canada,Ramsey114 Inc,2016-09-15,false,2016-02-01T00:00:00.000Z,Manufacturing,Laura Palmer,BDR,New Business,Sales EMEA,,COMM,04 - Value Proposition,false
Opportunity for Cannon1361,,Customer,Kelly Frazier,Keyboard,1452090,Japan,Rivera385 Inc,2015-09-28,true,2015-07-27T00:00:00.000Z,Apparel,Eric Sanchez,AE,New Business / Add-on,Sales WW,Accessories,MM,08 - Closed Won,true
Opportunity for Dean1363,ID,Partner,Eric Gutierrez,,156655,USA,Schneider843 Inc,2016-06-10,true,2016-05-03T00:00:00.000Z,Energy,Nicolas Weaver,AE,New Business / Add-on,Sales AMER,,ESMB,08 - Closed Won,true
Opportunity for Ferguson1365,,Customer,Harold Campbell,Light tablet 2,3541100,China,Herrera637 Inc,2016-10-07,false,2016-03-23T00:00:00.000Z,Utilities,Johnny Green,BDR,Existing Business,Sales WW,Laptops,MM,03 - Needs Analysis,false
Opportunity for Wilkins1370,,Customer,Bruce Kennedy,Light laptop,2649500,Brazil,Brewer934 Inc,2017-01-03,false,2016-07-07T00:00:00.000Z,Insurance,Bruce Kennedy,BDR,New Business / Add-on,Sales AMER,Laptops,SMB,03 - Needs Analysis,false
Opportunity for Wilkins1372,,Customer,Johnny Green,Cables,932900,Mexico,Lee192 Inc,2016-03-20,true,2016-01-04T00:00:00.000Z,Engineering,Eric Sanchez,AE,New Business / Add-on,Sales WW,Accessories,MM,08 - Closed Won,true
Opportunity for Olson1373,MO,Customer,Laura Palmer,,25739,USA,Woods306 Inc,2016-01-21,true,2015-12-11T00:00:00.000Z,Agriculture,Kelly Frazier,AE,New Business / Add-on,Sales EMEA,,SMB,08 - Closed Won,true
Opportunity for Dennis1374,,Customer,Eric Gutierrez,Keyboard,3463920,India,Dawson161 Inc,2016-05-07,true,2016-01-30T00:00:00.000Z,Education,Evelyn Williamson,Alliances,Existing Business,Sales WW,Accessories,ESMB,08 - Closed Won,true
Opportunity for Buchanan1727,MO,Customer,Bruce Kennedy,Books,112000,USA,Maxwell619 Inc,2016-07-20,true,2016-04-03T00:00:00.000Z,Banking,John Williams,AE,New Business,Sales WW,Accessories,MM,09 - Closed Lost,false
Opportunity for White1730,,Customer,Chris Riley,Cables,1994920,Japan,Collins522 Inc,2016-09-21,false,2016-06-01T00:00:00.000Z,Engineering,Bruce Kennedy,Marketing,New Business / Add-on,Sales AMER,Accessories,ESMB,07 - Negotiation/Review,false
Opportunity for Tate1737,,Customer,John Williams,Cables,27120,Switzerland,Lopez275 Inc,2015-08-07,true,2015-01-05T00:00:00.000Z,Engineering,Irene McCoy,AE,New Business / Add-on,Sales WW,Accessories,COMM,08 - Closed Won,true
